isbn13,bookname,authors,publisher,class_no,class_nm
9788954646079,바깥은 여름 :김애란 소설 ,지은이: 김애란,문학동네,813.7,문학 > 한국문학 > 소설
9788959136896,"스물아홉 생일, 1년 후 죽기로 결심했다 ",하야마 아마리 지음 ;장은주 옮김,위즈덤하우스,838,문학 > 일본문학 > 르포르타주 및 기타
9788952206503,시크릿,지은이: 론다 번;옮긴이: 김우열,살림출판사,189,철학 > 심리학 > 응용심리학 일반
9788949150574,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788954645614,오직 두 사람 :김영하 소설 ,지은이: 김영하,문학동네,813.62,문학 > 한국문학 > 소설
9788963710037,규장각 각신들의 나날 :정은궐 장편소설,지은이: 정은궐,파란미디어,813.6,문학 > 한국문학 > 소설
9788950945220,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788926391129,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,글: 송도수 ;서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788993964288,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,813.62,문학 > 한국문학 > 소설
9788973377947,(趙廷來 大河小說) 太白山脈,趙廷來,해냄출판사,813.6,문학 > 한국문학 > 소설
9788955856262,엽기 과학자 프래니,글·그림: 짐 벤튼;옮김: 박수현,언어세상,843,문학 > 영미문학 > 소설
9788943304799,감기 걸린 날 ,김동수 글·그림,보림출판사,813.6,문학 > 한국문학 > 소설
9788972754190,악의 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,833.6,문학 > 일본문학 > 소설
9788950908584,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788950935252,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788957590515,다빈치 코드 ,댄 브라운 지음 ;양선아 옮김,베텔스만 코리아,843.6,문학 > 영미문학 > 소설
9791196232160,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,911,역사 > 아시아(아세아) > 한국
9788982819278,고래:천명관 장편소설,천명관 지음,문학동네,813.6,문학 > 한국문학 > 소설
9788937884061,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,400,자연과학 > 자연과학 > 자연과학
9788937883293,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,507.5,기술과학 > 기술과학 > 연구법 및 교육지도법
9788937883286,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,507.5,기술과학 > 기술과학 > 연구법 및 교육지도법
9788955821055,집안 치우기 ,글: 고대영 ;그림: 김영진,길벗어린이,813.7,문학 > 한국문학 > 소설
9788984370869,사랑하기 때문에 :기욤 뮈소 장편소설 ,기욤 뮈소 [지음] ;전미연 옮김,밝은세상,863,문학 > 프랑스문학 > 소설
9788995690277,(KBS 위기탈출) 넘버원,구성: 에듀코믹 ;원 프로덕션,밝은미래,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788993055030,윔피 키드,"글, 그림: 제프 키니 ;양진성",푸른날개,843,문학 > 영미문학 > 소설
9788995516287,아름다운 가치 사전,채인선 글;김은정 그림,한울림어린이,190,"철학 > 윤리학, 도덕철학 > 윤리학, 도덕철학"
9788987721095,우리들의 일그러진 영웅,이문열 지음,다림,813.6,문학 > 한국문학 > 소설
9788983920935,해리포터와 불의 잔,조앤 K. 롤링 지음;최인자 [공]옮김,문학수첩,843,문학 > 영미문학 > 소설
9788957363065,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;서영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788957363096,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;서영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788955820966,거짓말 ,글: 고대영 ;그림: 김영진,길벗어린이,813.6,문학 > 한국문학 > 소설
9788937840265,일본에서 보물찾기,곰돌이 co. 글;강경효 그림,대한교과서,913,역사 > 아시아(아세아) > 일본
9788949160368,칠판 앞에 나가기 싫어!,다니엘 포세트 글;최윤정 옮김,비룡소,863,문학 > 프랑스문학 > 소설
9788950952587,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788954611275,어디선가 나를 찾는 전화벨이 울리고 :신경숙 장편소설 ,지은이: 신경숙,문학동네,813.7,문학 > 한국문학 > 소설
9788957363072,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;서영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788936447014,아홉 살 마음 사전 ,박성우 글 ;김효은 그림,창비,181,철학 > 심리학 > 각론
9788937884078,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,400,자연과학 > 자연과학 > 자연과학
9788970572529,양파의 왕따 일기,문선 글;박철민 그림,파랑새어린이,813.6,문학 > 한국문학 > 소설
9788901026978,네가 분수가 된 것처럼 펑펑 울어 버린다면 ,글·그림: 노에미 볼라 ;옮김: 홍연미,웅진씽크빅,843,문학 > 영미문학 > 소설
9788957364543,어린이 과학 형사대 CSI,글: 고희정 ;그림: 서용남,가나출판사,400,자연과학 > 자연과학 > 자연과학
9788992555487,리버보이 ,팀 보울러 지음 ;정해영 옮김,다산책방,843,문학 > 영미문학 > 소설
9788986565508,내 짝꿍 최영대 ,글: 채인선 ;그림: 정순희,재미마주,813.6,문학 > 한국문학 > 소설
9788995690291,(KBS 위기탈출) 넘버원,구성: 에듀코믹 ;원 프로덕션,밝은미래,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788960865723,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,810,문학 > 한국문학 > 한국문학
9788983922571,해리포터와 죽음의 성물,조앤 K 롤링 지음 ;최인자 옮김,문학수첩,843,문학 > 영미문학 > 소설
9788983920959,해리포터와 불의 잔,조앤 K. 롤링 지음;최인자 [공]옮김,문학수첩,843,문학 > 영미문학 > 소설
9788937883309,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,507.5,기술과학 > 기술과학 > 연구법 및 교육지도법
9788985712682,연어,안도현 지음,문학동네,813.8,문학 > 한국문학 > 소설
9788950950750,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788947527934,바보 빅터 :17년 동안 바보로 살았던 멘사 회장의 이야기 ,"지은이: 호아킴 데 포사다,레이먼드 조",한국경제신문 한경BP,848,문학 > 영미문학 > 르포르타주 및 기타
9788974254896,꿈꾸는 다락방:생생하게 꿈꾸면 이루어진다,이지성 지음,국일출판사,325.04,사회과학 > 경제학 > 경영관리
9788949110073,지각대장 존 ,존 버닝햄 글·그림 ;박상희 옮김,비룡소,843,문학 > 영미문학 > 소설
9788949110479,종이 봉지 공주,로버트 먼치,비룡소,808.9,"문학 > 문학 > 전집, 총서"
9791165341909,달러구트 꿈 백화점.이미예 장편소설 ,지은이: 이미예,팩토리나인,813.7,문학 > 한국문학 > 소설
9788957363058,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;서영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788972590637,무지개 물고기,마르쿠스 피스터 글.그림;공경희 옮김,시공사,853,문학 > 독일문학 > 소설
9788955820904,두발자전거 배우기 ,글: 고대영 ;그림: 김영진,길벗어린이,813.6,문학 > 한국문학 > 소설
9788983920720,해리포터와 아즈카반의 죄수,조앤 K. 롤링 지음;김혜원 옮김,문학수첩,843,문학 > 영미문학 > 소설
9788937883316,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,507.5,기술과학 > 기술과학 > 연구법 및 교육지도법
9788926391419,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,글: 송도수 ;서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788957363089,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;서영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788926395219,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,글: 송도수 ;서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788960510197,나쁜 사마리아인들:장하준의 경제학 파노라마,장하준 지음;이순희 옮김,부키,326.211,사회과학 > 경제학 > 공익사업
9788930232418,Why? 왕자와공주 ,글: 이근 ;그림: 극동만화연구소,예림당,911,역사 > 아시아(아세아) > 한국
9788995690284,(KBS 위기탈출) 넘버원,구성: 에듀코믹 ;원 프로덕션,밝은미래,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788956026220,그램그램 영문법 원정대,"지은이: 장영준,김덕영",사회평론,745,언어 > 영어 > 문법
9788957363171,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;서영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788937884085,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,400,자연과학 > 자연과학 > 자연과학
9788937840289,러시아에서 보물찾기,글: 곰돌이 co.;그림: 강경효,대한교과서,929,역사 > 유럽(구라파) > 러시아
9788937840258,미국에서 보물찾기,곰돌이 co. 글;강경효 그림,대한교과서,942,역사 > 북아메리카(북미) > 미국
9788926391211,코믹 메이플 스토리 수학도둑 21 - 국내 최초 수학논술만화,송도수,서울문화사,410,자연과학 > 수학 > 수학
9788926391426,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,글: 송도수 ;서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788983920942,해리포터와 불의 잔,조앤 K. 롤링 지음;최인자 [공]옮김,문학수첩,843,문학 > 영미문학 > 소설
9788986836240,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,843,문학 > 영미문학 > 소설
9788997396658,못 참는 아이 욱하는 부모 :분노조절장애의 시대를 사는 대한민국 부모에게 주는 육아 멘토 오은영 박사의 감정 조절 육아법 ,오은영 지음,대성 Korea.com,598.1,기술과학 > 가정학 및 가정생활 > 육아
9788972782285,(위기철 소설)아홉살 인생,위기철 지음,청년사,813.6,문학 > 한국문학 > 소설
9788992693035,(KBS 위기탈출) 넘버원,구성: 에듀코믹 ;원 프로덕션,밝은미래,539,"기술과학 > 공학, 공업일반 > 위생, 도시, 환경공학"
9788936454104,고양이는 나만 따라 해:권윤덕 그림책,권윤덕 그림과 글,창비,813.6,문학 > 한국문학 > 소설
9788988404515,내 영혼이 따뜻했던 날들,포리스트 카터 지음;조경숙 옮김,아름드리미디어,843,문학 > 영미문학 > 소설
9788926395035,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,글: 송도수 ;서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788957363133,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;서영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788937813580,중국에서 보물찾기,곰돌이 co. 글;강경효 그림,대한교과서,912,역사 > 아시아(아세아) > 중국
9788958620365,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,911.05,역사 > 아시아(아세아) > 한국
9788932916378,제3인류 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,863,문학 > 프랑스문학 > 소설
9791188874088,(설민석의) 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,911,역사 > 아시아(아세아) > 한국
9788937841972,호주에서 보물찾기,글: 곰돌이 co.;그림: 강경효,대한교과서,962,역사 > 오세아니아(대양주) > 오스트레일리아
9788947525473,마시멜로 이야기,"호아킴 데 포사다,정지영 옮김",한국경제신문,325.04,사회과학 > 경제학 > 경영관리
9788992036962,고백 :미나토 가나에 장편소설 ,지은이: 미나토 가나에 ;옮긴이: 김선영,비채,833.6,문학 > 일본문학 > 소설
9788972787044,무기 팔지 마세요!,위기철 지음;이희재 그림,청년사,813.6,문학 > 한국문학 > 소설
9788947527897,(존 가트맨·최성애 박사의) 내 아이를 위한 감정코칭 ,"지은이: 존 가트맨,조벽",한국경제신문 한경BP,598.1,기술과학 > 가정학 및 가정생활 > 육아
9788954655972,여행의 이유 :김영하 산문 ,지은이: 김영하,문학동네,816.62,"문학 > 한국문학 > 일기, 서간, 기행"
9788937841996,영국에서 보물찾기,글: 곰돌이 co.;그림: 강경효,대한교과서,924,역사 > 유럽(구라파) > 영국
9788937450518,(이문열 평역)三國志,나관중 지음;이문열 옮김,민음사,823.5,문학 > 중국문학 > 소설
9788937810794,사막에서 살아남기,최덕희 글;강경효 그림,대한교과서,400,자연과학 > 자연과학 > 자연과학
9788950954949,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,711.4,"언어 > 한국어 > 음운, 음성, 문자"
9788925600543,엽기 과학자 프래니,글·그림: 짐 벤튼;옮김: 박수현,이퍼블릭,843,문학 > 영미문학 > 소설
9788957363188,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;서영 그림,가나출판사,219,"종교 > 비교종교학 > 신화, 신화학"
9788991481015,(만화) 한국사 바로보기,이현세 만화;김미영 글,녹색지팡이&프레스,911,역사 > 아시아(아세아) > 한국
9788926395462,(코믹 메이플스토리) 수학도둑 :사고력과 이해력을 향상시켜 주는 국내 최초 수학논술만화,글: 송도수 ;서정 엔터테인먼트,서울문화사,410,자연과학 > 수학 > 수학
9788937810770,무인도에서 살아남기,최덕희 글;강경효 그림,대한교과서,400,자연과학 > 자연과학 > 자연과학
9788932908564,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,863,문학 > 프랑스문학 > 소설
9788949150598,마법의 시간여행,메리 폽 어즈번 지음 ;노은정 옮김,비룡소,843,문학 > 영미문학 > 소설
9788958620358,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,911.05,역사 > 아시아(아세아) > 한국
9788957364598,어린이 과학 형사대 CSI,글: 고희정 ;그림: 서용남,가나출판사,400,자연과학 > 자연과학 > 자연과학
9788937884795,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,400,자연과학 > 자연과학 > 자연과학
9788932471631,이기적 유전자 :진화론의 새로운 패러다임 ,리처드 도킨스 지음 ;이상임 옮김,을유문화사,491.51,자연과학 > 동물학 > 일반 동물학
9788932306520,노란 양동이,모리야마 미야코 지음;양선하 옮김,현암사,833,문학 > 일본문학 > 소설
9788954607346,책과 노니는 집 ,이영서 글 ;김동성 그림,문학동네,813.6,문학 > 한국문학 > 소설
9788997175857,"줄리어스, 어디 있니? ",글·그림: 존 버닝햄 ;옮김: 김정희,현북스,843,문학 > 영미문학 > 소설
